ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,alt_translation1,original_script
XV001468,dar,Jangi duslicːella at!,,,Happy New Year!,,,4d76494da567eb1825b74d32693a62e2,SN002637,С новым годом!,Янги дуслиццелла ат!
XV001469,dar,itːalla tetːe daqil jaraqʼ,,,They had a lot of weapons.,,,5396a1611e3e8568aadfe1cbf55c00f0,SN002642,У них было много оружия,итталла тетте дахъил яракь
XV001470,dar,Ižal χurejg barqʼij dila jarga cab.,,,Today it's my turn to cook.,,,fc9f5cf90c7a55161f8c680c690a3bea,SN002643,Сегодня моя очередь готовить.,ижал хурейг баркьий дила ярга цаб.
XV001471,dar,dam wacacːeb čiwažibda jarmala čʼimi.,,,I saw a squirrel in the forest.,,,32035b7c95e3a3d4552201c0b7886d9b,SN002646,Я видел белку в лесу.,дам вацаццеб чиважибда ярмала чIими.
XV001472,dar,"jaʁari, wataba du!",,,"Well, leave me alone!",,,62b8e68f66c0defa1b0b2a73b1b39d3f,SN002647,Оставь меня!,"ягъари, ватаба ду!"
XV001473,dar,nišːalla abal bicːi jaʁurt birqʼu,,,Our mother makes tasty yoghurt.,,,d5c9e3127c036f947204cda09671a9e8,SN002648,Наша мама готовит вкусный йогурт.,нишшалла абал бицци ягъурт биркьу
XV001474,dar,Itilqʼar cinnij jašaw birqʼanne.,,,He will earn for himself.,,,a7e967253f42373c3f339ef99bd7e77f,SN002653,Он-то для себя заработает.,Итилкьар цинний яшав биркьанне.
XV001475,dar,Dam urkʼeci čidulqu jatim durħnaj.,,,I feel sorry for the orphan kids.,,,44d798826efa462f17093de409e7a49c,SN002655,Мне жаль сирот.,дам уркIеци чидулхъу ятим дурхIнай.
XV001476,dar,Ražab jazuqle webčʼibqʼal.,,,Razhab died sickly.,,,207b0130a4f4de47a0413f050f9c1f7f,SN002662 ; SN004186,Ражаб умер со страданиями.,Ражаб язухъле вебчIибкьал.
XV001477,dar,χadižatlij bičːaqu buqen jubkːa.,,,Khadizhat likes long skirts.,,,cd826298146ec2f5fe72cc30c9666a97,SN002663,Хадижат любит длинные юбки.,Хадижатлий биччахъу бухъен юбкка.
XV001478,dar,Juldašːe ink baˁqib.,,,The friends met (by chance).,,,7320ce155b65c7a295f70cb25c838a36,SN002664,Друзья случайно встретились.,юлдашше инк бяхъиб.
XV001479,dar,"ʡaˁlixne, julʁante, burušme dirqʼadi nušːal.",,,"pillows, blankets, mattresses we used to make.",,,d9c591151c6483e25c580df8854f8ebb,SN002670,"‎‎подушки, одеяла, матрасы делали мы.","гIялихьне, юлгъанте, бурушме диркьади нушшал."
XV001480,dar,Dila atːala jurtleb,,,in my fatherʼs house,,,aa3b71b48199815e55ef274c39a374ec,SN002671,в доме моего отца,дила аттала юртлеб
XV001481,dar,Puχ kaačʼaqa!,,,Ignore him!,,,781f4cb2c8eedb4b8d63d1fd5ce56084,SN002675,Не признавай его!,Пух каачIахъа!
XV001482,dar,Puχ karačʼaqij,,,Ignore her.,,,ffde5dd9f8c95ee6704a2c6dbb7ae8c0,SN002675,Не признавать её!,Пух карачIахъий
XV001483,dar,Dul qːačːa kabačʼaqibda.,,,"I made the calf come (down, home).",,,aa985aec99bf13919b02fb66c10dfd36,SN002675,Я заставил теленка прийти.,Дул къачча кабачIахъибда.
XV001484,dar,Karakʼardel...,,,When she came down...,,,,SN002676,Когда она приходила...,КаракIардел...
XV001485,dar,Karakʼardel dišːu hekʼ,,,She would have come to me.,,,1934a518348bd10fe14bb4b4f95761da,SN002676,пришла бы она ко мне.,КаракIардел дишшу гьекI
XV001486,dar,Luizaj dul kabaˁq peškeš barqʼibda.,,,I gave Luiza a piece of cloth as a gift.,,,314349bb194ef7bb861dc38a50b85efb,SN002679,Я Луизе подарил ткан.,Луизай дул кабяхъ пешкеш баркьибда.
XV001487,dar,Ħaˁšukːa lazun kabeltʼen χːinkʼaj.,,,Rip the dough apart (and throw it down) into the pot for the khinkali.,,,090c4c6bcb78acdf9960f0784604deb9,SN002686,Разорви тесто на части (и кидай его вниз) в кастрюлю для хинкал.,хIяшукка лазун кабелтIен ххинкIай.
XV001488,dar,Qʼʷaˁl qili kaberčʼij ħaˁžatle cab.,,,(I / somebody) have to drive home the cow.,,,e750e1c6cf2fc7ea7b936661a05674e3,SN002687,надо пригнать корову.,Кьвял хъили каберчIий хIяжатле цаб.
XV001489,dar,Dila dalaj kaberχːur.,,,My song has finished.,,,5a9793cc4a4e0633c1ec61b0ad94d9d0,SN002689,Моя песня закончилась.,Дила далай каберххур.
XV001490,dar,Hekʼ činarka guba kabeʁib ixtːi čibkʼiler guba.,,,‎‎They went down from Chibki (place name).,,,26e9f80eef848d2f97e83c252ccef3d0,SN002690,Они спустились от чибки (местность).,гьекI чинарка губа кабегъиб ихьтти чибкIилер губа.
XV001491,dar,Rucːira caʷra kabicːur cab.,,,He and (his) sister were standing there.,,,e47d379e68ffbe37833e229eced19173,SN002692,Он с сестрой стоял.,руццира цавра кабиццур цаб.
XV001492,dar,Tup ustʼulligu kabičib.,,,The ball fell under the table.,,,b5fcf7cb2d412d441b3d9950f941103c,SN002694,Мяч упал под столом.,‎туп устIуллигу кабичиб.
XV001493,dar,butʼnaj kabičːij,,,cut to pieces,,,d572e3707db0005d7bc98f2995a14dd6,SN002695,резать на куски,бутIнай кабиччий
XV001494,dar,It karilsːunne car,,,She is lying down.,,,a4e50af43f704ab81cb6993e3ede89d0,SN002697,Она лежит.,ит карилссунне цар
XV001495,dar,Nači kabičible kabircːul cab.,,,The doll falls and gets up.,,,26eb39fc72398ff0cb2c3295e323e0c0,SN002699,Кукла падает и встает.,начи кабичибле кабирццул цаб.
XV001496,dar,Qːarqːa kabirkul cab,,,The stone is falling down.,,,e11b8b36f9eb7ec1500e357627d56135,SN002700,Камень падает.,Къаркъа кабиркул цаб
XV001497,dar,Durħuˁ kerkul caw,,,The boy is falling down.,,,10ce4792648dead66b1d92e261ee0cab,SN002700,Мальчик падает.,дурхIё керкул цав
XV001498,dar,Dul kabirčːulda tʼultʼ disli // dislicːella.,,,I am cutting up the bread with a knife.,,,864ff1146143ea389cf6cc66e9d397eb,SN002701,Я разрезаю хлеб ножом.,Дул кабирччулда тIултI дисли // дислиццелла.
XV001499,dar,Cːilibkʼan kerʁu nišːišːu.,,,A Cilibkin came to us.,,,7519d3dec44b20f4449c1c97b4123e23,SN002702,К нам придет цилибкан.,ЦцилибкIан кергъу нишшишшу.
XV001500,dar,Karirgul car kursːile.,,,She is sitting down on the chair.,,,868f9e5f47af2b7336b410289bc8648b,SN002704,Сидится на стул.,Кариргул цар курссиле.
XV001501,dar,Kːaˁta kabirsːunne cab,,,The cat is sleeping.,,,01f436058cc2dcf5e0041da2ac79e96e,SN002708,кошка лежит,ккята кабиссунне цаб
XV001502,dar,Iχtilatra barqʼible cabra kabižib cab.,,,They are sitting and talking..,,,68137eb474c18543b008e48c66737e14,SN002710,разговаривают и сидят,ихтилатра баркьибле цабра кабижиб цаб.
XV001503,dar,Madina hežka karulqu.,,,Madina is coming down from here.,,,9496dd5a030b9c60a686b1edf818d80b,SN002712,Мадина отсюда слезет.,Мадина гьежка карулхъу.
XV001504,dar,Madina hežka karuqun.,,,Madina come down from here.,,,bbe78772024aa497d791edbd47ae97cb,SN002713,Мадина отсюда слезла.,Мадина гьежка карухъун.
XV001505,dar,Dešːa atːaqal kaburχːul kelgun.,,,"In the old days, father and the others were begging.",,,350f8912587623427f3256a970e12d07,SN002714,В старину папа и другие попрошайничали.,дешша аттахъал кабурххул келгун.
XV001506,dar,Abalχad dila dalaj ce musnab kaburχːarel.,,,I don't know in which place my song finishes.,,,0944b1d81190f22f8d083dee8fa89de7,SN002715,"‎‎‎не знаю, на каком месте моя песня закончится (где закончится).",абалхад дила далай це муснаб кабурххарел.
XV001507,dar,Hel zamana kacʼi ʡaˁmicːer tːura kabičib.,,,At that time the puppy fell out of the window.,,,1b1aaaf0cd8629a61497113f62ad867c,SN002716,В это время щенок выпал из окна.,‎‎‎гьел замана кацIи гIямиццер ттура кабичиб.
XV001508,dar,Dul juldaš kačibda,,,I brought down a friend.,,,3dcb66afd0f79a5b86cef45bf4f459b9,SN002717,Я привел друга (сверху),Дул юлдаш качибда
XV001509,dar,Kala darmannate cad.,,,The berries are medicine.,,,2cb06b00b0bbf685570de74127dde9ae,SN002719,Крыжовник лекарственный.,кала дарманнате цад.
XV001510,dar,cʼutːar kalušːe,,,black galoshes,,,eef289770831bdd423c4bd401963d7e6,SN002720,черные галоши,цIуттар калушше
XV001511,dar,Tːura buqun kalχuzla aršːi iršːij.,,,They went to mow the field of the kolkhoz.,,,9b0ee210ee5ca6623bfb6abc89623d7f,SN002721,вышли на жатву (косить колхозное поле).,ттура бухъун калхузла аршши иршший.
XV001512,dar,Ca minutra akalgan.,,,There won't be a minute left.,,,34806ccf815c8c160be0ab617cc04557,SN002723,И на минуту не остается.,Ца минутра акалган.
XV001513,dar,Heχ šːi kamle kalgunil cab.,,,The village remained small.,,,2ab1617e81e63e1b6ce7126a6cf39c56,SN002723,Это село маленьким осталось.,гьех шши камле калгунил цаб.
XV001514,dar,Du kalžij χajri birχu,,,Maybe I will stay.,,,8c8326fa37807cc8ad1a918b7e54e433,SN002723,"Может быть, что буду оставаться (много раз).",Ду калжий хайри бирху
XV001515,dar,ʡaˁlil kam čirkaqib,,,Ali ‎‎took off the peel.,,,7bd57a935485c769c640efc76c85400f,SN002726,‎Али ‎‎ ‎‎кожуру снимал,гIялил кам чиркакъиб
XV001516,dar,Kam abirχʷar dirixʷ.,,,The fog does not become less.,,,d6827fed2f1441850039af1d01027e46,SN002735,Не уменьшался туман (всегда бывал).,кам абирхвар дирихьв.
XV001517,dar,Kaqːa!,,,Take it down!,,,831ff17474375b975ea4d0078c37f70d,SN002743,Принести сверху!,Какъа!
XV001518,dar,"Qːap čikaːqible, kaqib.",,,I took the bag and brought it.,,,cdd6ec6b0052df3789fa941eea626bc9,SN002743,мешок взял (на спину) и принес.,"къап чикаахъибле, какъиб."
XV001519,dar,Durχuˁ kaˁqʼunne caw.,,,The boy is coming down.,,,d40473dbeadec0b47ecfd49a9fc2f442,SN002744,Мальчик спускается.,дурхё кякьунне цав.
XV001520,dar,Karbatunni ʁaˁmul tːura haqːibda.,,,I pulled out the nail with the tongs.,,,ff2c2c57a69608082e2af274a93c3b7e,SN002747,Я вытащил гвоздь щипцами.,карбатунни гъямул ттура гьакъибда.
XV001521,dar,Sːanžib karide.,,,In Sanzhi there was a community oven.,,,0ece95c2b13be177f5fdfc7470db8ee0,SN002749,В Санжи была общественная печка (пекарная).,Ссанжиб кариде.
XV001522,dar,Karχːʷannij arc dičːibda,,,I gave money to the beggar.,,,728820324e6d0a73041f5b650a4da477,SN002751,Попрошайке деньги дал,карххванний арц диччибда
XV001523,dar,Dila atːa karχːul kelgun.,,,My father was (continuously) begging.,,,,SN002752,Мой отец попрошайничал.,дила атта карххул келгун.
XV001524,dar,"Raχle dul sːa ulbe salante ditaqaqible ajχutːel, bučʼadi ala kaʁar.",,,"‎‎If I would not have lost my glasses yesterday, I would read your letter.",,,4e19b17c2ef85ec57cebf811bfbb034e,SN002754 ; SN004177,"‎‎Если бы я вчера не потеряла очки, я прочла бы твоё письмо.","рахле дул сса улбе саланте дитахъахъибле айхуттел, бучIади ала кагъар."
XV001525,dar,kaʁible c'ub mašinra leb,,,There was a white car parked there.,,,,SN002755,‎‎там белая машина стояла,кагъибле цIуб машинра леб
XV001526,dar,Dul xːunulij qːuʁa kasinkʼa isːanda.,,,I will buy my wife a little scarf.,,,a1a2eea361d2e20f26fe9f164531013d,SN002757,я жене красивую косынку куплю.,дул хьхьунулий къугъа касинкIа иссанда.
XV001527,dar,betʼulla kaš,,,flour porridge,,,eb023ad5c96d56fbb27edcf47d96a952,SN002759,мучная каша,бетIулла каш
XV001528,dar,"Lak ruqun, katʼ ruqun.",,,"She went up, she went down. (i.e. she went here, she went there)",,,69e4820c614db07d6c7f05dfdd1368c1,SN002761 ; SN003023,"туда ходила, сюда ходила.","лак рухъун, катI рухъун."
XV001529,dar,Dam bikːulda čaˁj katʼij,,,I want to pour tea.,,,267937d0744736e36b5a55a77e7f5871,SN002762,Я хочу налить чай.,Дам биккулда чяй катIий.
XV001530,dar,Dam bikːulda tʼal kaatʼij.,,,I want to erect the column.,,,89b4042331dfe8c406cc5b5cd6013f47,SN002763,Я хочу столб вставить.,Дам биккулда тIал каатIий.
XV001531,dar,admi kaxʷij,,,to kill a man,,,05b71a70e24df8e48d2f7a26bc1548fb,SN002767,убить человека,адми кахьвий
XV001532,dar,Dul it akaxubda.,,,I didn't kill him.,,,1a27cce2a73c200c548a6894170ce3b3,SN002767,Я его не убил.,Дул ит акахьубда.
XV001533,dar,Dul nerʁlicːe cːe kaxubda.,,,I put salt in the soup.,,,d711f1cb4ec33355b457f9cc8b79e7f2,SN002768,я соль в суп насыпала.,дул нергълицце цце кахьубда.
XV001534,dar,Kaχːa diqʼu χːula sukrid.,,,Cowberries grow in Sukri.,,,7502ab7c2a909cc777a5d61db7c80ceb,SN002770,Брусника растет в большом сукри (= название местности),кахха дикьу ххула сукрид
XV001535,dar,Kaˁχːʷille naˁs dalcʼunda.,,,I put the garbage on the dustpan.,,,30e104ac2e2aea488a5833e456871fc0,SN002771,На совок мусор собрал.,кяххвилле няс далцIунда.
XV001536,dar,ʡаˁħle kelgaba!,,,May they / you be well!,,,5f414e6c717bc905027dd10cfea72687,SN002774,Чтобы хорошо остались!,гIяхIле келгаба!
XV001537,dar,It kelgun qilir.,,,He stayed at home.,,,8e0a71622cdf01ccd4df1bc8eb54f10c,SN002774,Он оставался дома.,Ит келгун хъилир.
XV001538,dar,Du ca dus kelgunda.,,,I stayed for one year.,,,13dac9c4e6f042fbff1dff4ca436f558,SN002774,Я остался один год.,Ду ца дус келгунда.
XV001539,dar,Du kelžij χajri birχu.,,,Maybe I will stay.,,,61c741151f24aee57938c7eeed487358,SN002774,"Может быть, что останусь (один раз).",Ду келжий хайри бирху.
XV001540,dar,Lampučːka ustʼula qarib kemqun cab.,,,The lamp hangs above the table.,,,6ffd9d68d8534129a57dbfb24618acf3,SN002775 ; SN003698,Лампа висит над столом.,‎‎‎‎лампуччка устIула хъариб кемхъун цаб.
XV001541,dar,ʡaˁlil tʼalim kemqul cab.,,,Ali is pulling the rope down.,,,d4ec9d58dbada7172dd97d0cb2fcdfa7,SN002775,Али веревку спускает.,гIялил тIалим кемхъул цаб.
XV001542,dar,Keple sajʁib sub qili.,,,The husband came drunk.,,,d8c9afe160882f17f3dce3578fe45634,SN002776,Муж пьяным пришел домой.,кепле сайгъиб суб хъили.
XV001543,dar,Čaj kertʼul cad.,,,She pours tea (into the cup).,,,a73b733d2c40c6e307ddedf33cbf0fa6,SN002779,Она чай наливает.,Чай кертIул цад.
XV001544,dar,Qːačuʁe kerxulda.,,,We kill the bandits.,,,c9359eea71633cf79957174e0374d42b,SN002782,‎убивать будем бандитов.,къачугъе керхьулда.
XV001545,dar,Xːunral nekʷ duʁa kerxu.,,,The women pour the straw into the hayloft.,,,98aa11f04bed7fc2283b28165e6a7ac2,SN002783,Женщины солому в сеновал.,Хьхьунрал некв дугъа керхьу.
XV001546,dar,Dul ala kiniga bučʼanda.,,,‎‎I will read your book.,,,fede1b9a09bc07d3bae0426334955528,SN002785,Я буду читать твою книгу.,‎‎‎‎дул ала кинига бучIанда.
XV001547,dar,Kinu baʔačʼiblew?,,,Did the movie start?,,,5c4984ce6df27d9402997067aa415b1f,SN002786,‎кино началось?,кину баъачIиблев?
XV001548,dar,Wecʼal kipekde bilet.,,,The ticket was for 10 kopecks.,,,f5468a45711a943d70e50122f9eeb750,SN002787,Билет стоил 10 копеек.,вецIал кипекде билет.
XV001549,dar,Dila kisaleb ʡaˁmileb.,,,I have a hole in my pocket.,,,66a1654581496b0d6bb6d6d7b6023af3,SN002790,У меня в кармане дырка.,дила кисалеб гIямилеб.
XV001550,dar,Dila kisnad arc led.,,,There's money in my pocket.,,,742b1e4cd962bb1d7407e33537f2001e,SN002791,В моем кармане деньги.,дила киснад арц лед.
XV001551,dar,Qːarqːa kukce cab,,,The stone is light.,,,712fd55a94fb49b590ef7974e22eafd8,SN002799,камень легкий,къаркъа кукце цаб
XV001552,dar,χːula kulek lebde.,,,There was a big hurricane.,,,af4bc7bc9425e882414defd44eed79e2,SN002803,Большой ураган был.,Ххула кулек лебде.
XV001553,dar,Dila χːula kulpat leb.,,,I have a big family.,,,3fb52268e09e50373ee664653c4d3fc8,SN002804,У меня есть большая семья.,Дила ххула кулпат леб.
XV001554,dar,Har zamana Ħaˁžimuradli dam kumek birqʼu.,,,Hazhimurad always helps me.,,,9d9612b909758730ea6993bd045d7eca,SN002805 ; SN002808,Гаджимурад мне всегда помогает.,гьар замана хIяжимурадли дам кумек биркьу.
XV001555,dar,Du tːura haqːaba kurricːer!,,,Pull me out of the pit!,,,d03f179e2350985a89b588e97ed13466,SN002811,‎‎‎‎Вытащи из ямы!,ду ттура гьакъаба курриццер!
XV001556,dar,Ačʼi kura pas guhadirqʼu.,,,The wheat is thrown with a shovel.,,,92f54dfc4fa2a66d259f4fff40ef16d7,SN002814,Пшеницу лопатой подкидывают.,ачIи курал пас гугьадиркьу
XV001557,dar,Nišːala kurce šuˁra leb.,,,We have a deep pool.,,,3696af7405b7befd35a92ca9c812f32b,SN002815,‎‎‎‎ ; У нас есть глубокая лужа.,нишшала курце шёра леб.
XV001558,dar,χːula kurcːuqli nerʁ katʼib.,,,He poured the soup with a big dipper.,,,10161eae7a5091457e42c6f9460cbc84,SN002816,Большим ковшом суп налил.,ххула курццухъли нергъ катIиб.
XV001559,dar,Kursːi kʼantʼice cab.,,,The chair is soft.,,,62eb58bfa5940754d83de11bdbe75e6c,SN002820,Стул мягкий.,курсси кIантIице цаб.
XV001560,dar,Kuˁrʡlalla kʼapracːer čaˁj dirqʼu.,,,You (can) make tea from bird cherry leaves.,,,61d924b41ad7d75543607e89435fe071,SN002821,Из листьев черемухи делает чай.,КёргIлалла кIапраццер чяй диркьу.
XV001561,dar,kusa bet'u dele?,,,‎‎How much flour remained?,,,,SN002822,,Куса бетIу деле?
XV001562,dar,Čaˁkʷala kusala belqʼun.,,,The bird's wing broke.,,,89a3a9b6d157c61b1260aae34d901802,SN002825,крыло птицы поломалось.,чяквала кусала белкьун.
XV001563,dar,Kutːi cabe dila waq?,,,Which one is my plate?,,,5c03d708d0d45f8e21115a23b509d98c,SN002829,Какая моя тарелка?,кутти цабе дила вахъ?
XV001564,dar,kutʼce qːel,,,short line,,,ee2b82eaebb9e168fc6c3bcbd5a430cc,SN002833,короткая линия,кутIце къел
XV001565,dar,Ca kʷašla ačʼi ʡuˁrʡaˁj sakaxubda.,,,I threw a handful of wheat to the chickens.,,,513acf176873fb81a6ef84d2d4accfa9,SN002839,Один горсть пшеницы я бросила курам.,ца квашла ачIи гIёргIяй сакахьубда.
XV001566,dar,kːulla kʷatʼne,,,Leather gloves,,,604556a00788a16a26f117b1da36c6c6,SN002840,кожаные перчатки,ккулла кватIне
XV001567,dar,Xːunulli heχ durħuˁ kʷi ucib.,,,The woman caught her son.,,,795fdfbfd0740e33461995b6344be580,SN002844,женщина мальчика держала в руках.,хьхьунулли гьех дурхIё кви уциб.
XV001568,dar,Urcul kʷi lukːini hel χːʷel.,,,The dog gave the stick away into the hands (of the recipient).,,,58b106ff72af1e8d51d1e1f9dea0f941,SN002845,палку в руку отдавала собака.,урцул кви луккини гьел ххвел.
XV001569,dar,aburqib kʷija,,,uncastrated ram,,,2f81a36545f287c87d59a6e7fbab22ed,SN002846,некастрированный баран,абурхъиб квия
XV001570,dar,Durχuˁ kʷir sajsːul caw abacːerka.,,,He takes the baby away from the mother.,,,391153898f2f1a2964ad0e2ce60ebe35,SN002847,ребенка отнимает от матери.,дурхё квир сайссул цав абаццерка.
XV001571,dar,Durχuˁ kʷir saːsːib abacːerka.,,,They took away the son from the mother.,,,6f787c2ba79524814fcb824637315475,SN002848,отобрали сына у матери.,‎дурхё квир саассиб абаццерка.
XV001572,dar,Kʷirizli kadirčːu qʼaˁlme.,,,You cut branches with a machete.,,,2434a49bce4c04ceb98cddea76cb2079,SN002849,Мачетой рубят ветки.,квирижли кадирччу кьялме.
XV001573,dar,qːarqːalla kːa,,,black coal,,,,SN002851,каменный уголь,къаркъалла ккал
XV001574,dar,Pič qːarqːalla kːal habiqʼunda.,,,I lit the oven with coal.,,,74f694fb4c2b30e68343287980fdbc92,SN002851,Печь я затопил каменным углям.,пич къаркъалла ккал гьабикьунда.
XV001575,dar,Ustʼulle naˁq kːač barqʼib.,,,He touched the table with the hand.,,,ad23290b6a3c6cb7064c814c22f2b142,SN002853,Он притронулся к столу.,устIулле няхъ ккач баркьиб.
XV001576,dar,Iltːi qːačuʁe kːač abičib ilij.,,,The bandits did not touch him.,,,db7232bb3a73ed28b9cfded20349d5c5,SN002854 ; SN003792,эти бандиты не тронули его.,илтти къачугъе ккач абичиб илий.
XV001577,dar,Nušːal urracelij naˁq kːač abirqʼadi.,,,We don't touch someone else's hand.,,,635d3d60b3f290b31b48095c13d9a4d2,SN002855,мы чужой руками не трогали.,нушшал уррацелий няхъ ккач абиркьади.
XV001578,dar,Aʁʷal kːalas belčunilde heχil.,,,He finished grade four.,,,5accac36062584ad784295c77a4c74ee,SN002859,‎он 4 класса окончил.,агъвал ккалас белчIунилде гьехил.
XV001579,dar,Itij čidažib cad ʡaˁbal kːalkːi.,,,He saw three trees.,,,a6630bbbcfcdfe58282710cdfcd83666,SN002861,Он увидел три дерева.,итий чидажиб цад гIябал ккалкки.
XV001580,dar,Ucʼrila kːalʡaˁ jangi čibariqʼib.,,,The Icari tower was being repaired.,,,2461f53603abbe0ce7822d1388cc7948,SN002863,Ицаринскую башню ремонтировали.,УцIрила ккалгIя янги чибарикьиб.
XV001581,dar,kːama murgul / kːama xːunul,,,widower / widow,,,79e5570b588bd26ebab3c5847f1aa7ac,SN002865,вдовец / вдова,ккама мургул / ккама хьхьунул
XV001582,dar,Zamirra kːamul baˁčʼun.,,,Zamira broke her toe.,,,9657db1ecfaff9cd406db13fa519774a,SN002867,Замира палец ноги придавила.,Замирра ккамул бячIун.
XV001583,dar,Hežka hetːu ʡaˁbal kːanc cad.,,,There are three steps from here to there.,,,bbc8132c844b601d059e1b35fd2cfc89,SN002868,Отсюда туда три шага.,гьежка гьетту гIябал кканц цад.
XV001584,dar,Hež kːancːa cab.,,,This is a step (i.e. ladder).,,,1cef52c17859c3211daec69c0c4f77f5,SN002873,‎Это ступенька.,гьеж кканцца цаб.
XV001585,dar,Atːa kːancːupːalla šːule kajcːurrede.,,,The father stood next to the ladder.,,,ed6a537ce3598753d593b026988ee62e,SN002875,‎‎‎‎Папа рядом с лестницей стоял.,атта кканццуппалла шшуле кайццурреде.
XV001586,dar,Urculla kːantre kelgun.,,,The ashes are left over from the wood.,,,b36b81395632371c9cbc8a4e06db4455,SN002879,от дров зола осталась.,урцулла ккантре келгун.
XV001587,dar,Šːint kːart barqʼij,,,to rock the cradle,,,f562c593cffdfb70213ed6022c14fd9f,SN002882 ; SN004663,качать люльку,шшинт ккарт баркьий
XV001588,dar,kːarwatla qʼuˁš,,,bed's head side,,,b9dd373363aaee8afa199ca41a7c9c40,SN002885 ; SN004132,голова кровати,ккарватла кьёш
XV001589,dar,Het kːaˁta ʁezbar cab.,,,That cat is hairy.,,,2f3d05863025445ab2a995fc9b978d9e,SN002886 ; SN004275,Эта кошка волосатая.,‎‎‎‎гьет ккята гъезбар цаб.
XV001590,dar,irħaˁlla kːatʼi,,,silk scarf,,,8f7dd507ddb33ae77bc96c3e2357dd53,SN002888,шёлковый платок,ирхIялла ккатIи
XV001591,dar,Kːazara kʼatʼara haqːib.,,,He brought a pick and a shovel.,,,6ab8d905c60b2417b3dc2ab8d4d7544d,SN002889 ; SN002960,Кирку и лопату принес.,кказара кIатIара гьакъиб.
XV001592,dar,Kːazanaˁqli baˁqib,,,He hit me with his elbow.,,,dd66466c557bb8d6a95b5655018c4eaa,SN002890,Ударил локтем,кказаняхъли бяхъиб
XV001593,dar,Kːazute dučʼunne cad.,,,They are reading newspapers.,,,419b2be18e2ccf1d191f48a6bb541c12,SN002891,Читают газеты.,‎кказуте дучIунне цад.
XV001594,dar,Kːaʔal qal,,,eight houses,,,6bc5516ffb6ee1320f79a3c525777210,SN002892,восемь домов,ккаъал хъал
XV001595,dar,Kːaʔcʼal macːa,,,eighty sheep,,,f80d3f4ffdf717489de6e293461eae3a,SN002893 ; SN003139,восемьдесят овец,ккаъцIал мацца
XV001596,dar,Daˁwtalːa zamana χalqʼ kːišil bubčʼi.,,,‎‎During the war people died of hunger.,,,698272d5615e9572120b1a44a6c87976,SN002897,Во время войны люди умирали от голода.,‎дявталла замана халкь ккишил бубчIи.
XV001597,dar,Kːalkːileb čib kːukːup.,,,There's a cuckoo in the tree.,,,317481fe904df2d61f35008194f49612,SN002899,На дереве кукушка.,ккалккилеб чиб ккуккуп.
XV001598,dar,Kːulbe derqːib šːantal.,,,‎‎The villagers also took the skin.,,,426f5ae946e75de3ddfd6921b1f227b7,SN002901,‎И шкуры забрали сельчане.,ккулбе деркъиб шшантал.
XV001599,dar,"Du kːumasa kajžibleda, ʁaj ikʼulda heltːacːella.",,,"I sat on the godekan, and talked to them.",,,75e846ab152de0b804b882838c5cbb15,SN002902,‎я на годекане сидел и разговаривал с ними.,"ду ккумаса кайжибледа, гъай икIулда гьелттаццелла."
XV001600,dar,Nišːala χːula kːumasa cab.,,,We have a big godekan.,,,fb5df8c515d42e1c23749843f62da576,SN002902,у нас большой годекан.,нишшала ххула ккумаса цаб.
XV001601,dar,Har zamana kːurcːum duqʼu.,,,There is always an earthquake.,,,b3fc96575ef742c14504076468f4d548,SN002904,Всегда бывает землетрясение.,гьар замана ккурццум дукьу.
XV001602,dar,Ištːi kːurtːal saqːib cad.,,,The fox brought them.,,,6f7fc057ab0b0f544abb96ce06380217,SN002907,‎Это лиса их притащила.,иштти ккурттал сакъиб цад.
XV001603,dar,It kːurtmal rurχul car.,,,She (habitually) sews dresses. (i.e. she is a dress maker),,,1c8bb1707f379d1914ef39d34972e850,SN002909,она шьет одежду.,‎‎‎‎ит ккуртмал рурхул цар.
XV001604,dar,χalqʼ kːušlede.,,,The people were hungry.,,,,SN002913,Народ голодал.,Халкь ккушледе.
XV001605,dar,Barqʼakːʷa!,,,Do it (please)!,,,,SN002916,Сделай да!,Баркьакква!
XV001606,dar,Ħuˁsenna kːʷačːa birχʷi.,,,Hussein had a mare.,,,ada028d42a0aceabbd21438f0e8b86aa,SN002917,У Гуссейна была кобыла.,хIёсенна кквацца бирхви.
XV001607,dar,kːʷačːa χːʷe,,,female dog,,,,SN002918,сука,кквачча ххве
XV001608,dar,χːʷel kːʷačːa kacʼi barqʼib.,,,The dog gave birth to a puppy.,,,ebe56763f7b7b2222cbe713694439db3,SN002918,Собака родила шинка (сучку).,ххвел кквачча кацIи баркьиб.
XV001609,dar,Qilib hincballa kːʷaˁʡ leb.,,,The house smells like apples.,,,8fdb4c3c2e58a4f753135be64e3f3791,SN002925,В доме запах яблок есть.,хъилиб гьинцбалла кквягI леб.
XV001610,dar,nisːe kːʷaˁʡli lah bikʼul cab / nisːe kːʷaˁʡli luʁun cab.,,,The cheese really stinks. / The cheese smells (stinks).,,,,SN002925,Сыр очень сильно воняет. / Сыр пахнет (воняет).,ниссе кквягIли лагь бикIул цаб / ниссе кквягIли лугъун цаб.
