ID,Language_ID,Headword,Part_Of_Speech,Comment,Cyrillic,Entry_IDs,Genitive_Form,Imperative_Form,Media_IDs,Morphology,Oblique_Form,Past_Tense,Plural_Form,PoS_Russian,Present_Tense,Variant_Form
LX001882,dar,itʼin habičij,v,,итIин гьабичий,,,,a2589378e26802028b1ede9cc10cbcb4,itʼin--ha-b-ik-ij,,itʼin habičib,,гл,,
LX001883,dar,itʼince,adj,No agreement prefix; audio recording of the long adjectival stem (itʼin-ce),итIинце,,,,55899f6e44e52cb66289768b2e64cc15,itʼin-ce,,,itʼinte,прил,,
LX001884,dar,itʼindex,n,,итIиндехь,,,,55e5720cb7d1af4f39e2f29a4fbaf53e,itʼin-dex,,,,сущ,,
LX001885,dar,itʼinne,adv,,итIинне,,,,46017fd911f76ea50121961e1aeec27e,itʼin-le,,,,нареч,,
LX001886,dar,ixtːu,adv,higher than the speaker,ихьттуб,,,,,ikʼ-tːu,,,,нареч,,
LX001887,dar,ixʷbel,adv,,ихьвбел,,,,d3baec35806dbb3a10eb74b28e07399c,ixʷ-b-el,,,,нареч,,
LX001888,dar,ixʷce,adj,,ихьвце,,,,af288f2fe56b8466df9d51f6d7c25000,ixʷ-ce,,,ixʷte,прил,,
LX001889,dar,ixʷij,v,no agreement prefix; also used to express 'shoot',ихьвий,,,,b60ef61cfe14e4d7b4e2fa7b11835a48,ixʷ-ij,,ixub,,гл,,
LX001890,dar,ixʷixle,interj,"used as an affirmative, often also ironically as in ""yeah sure"" or when commenting foreseeable events; lit.: ""very early""",ихьвихьле,,,,07bb6fb1faa55423f053b067babefb90,,,,,межд,,
LX001891,dar,ixʷle,adv,,ихьвле,,,,fb96353284a8c895d5459b9a4d01f72f,ixʷ-le,,,,нареч,,
LX001892,dar,iχ,pron,lower than the speaker,их,,,,66cd487989198f8ce5a7add33cc1cfda,,,,,мест,,
LX001893,dar,iχtijar,n,Arabic loan,ихтияр,,,,0d71dc1ee641fbf26d736eaa3a8ebe71,,,,,сущ,,
LX001894,dar,iχtijar bičːij,v,,ихтияр биччий,,,,d39a8fcc55c0aa8f56ef993554da6ecf,iχtijar--b-ičː-ij,,iχtijar bičːib,,гл,,
LX001895,dar,iχtijar lukːij,v,,ихтияр луккий,,,,ed6e260f4fade956e3cc26696283369f,iχtijar--lukː-ij,,,,гл,iχtijar lukːun,
LX001896,dar,iχtilat,n,,ихтилат,,,,b84fe6e8e499ecd0027f3bcf6c2b1ded,,,,iχtilate,сущ,,
LX001897,dar,iχtilat barqʼij,v,,ихтилат баркьий,,,,ffc874912de64fdc26cda09e935b7137,iχtilat--b-arqʼ-ij,,iχtilat barqʼib,,гл,,
LX001898,dar,iχtilat bikʼʷij,v,,ихтилат бикIвий,,,,601cb0a367ed99727ff7c7aea16e6c32,iχtilat--b-ikʼʷ-ij,,,,гл,iχtilat bikʼul,
LX001899,dar,iχtːu,adv,lower than the speaker,ихтту,,,,575652303552956758a10f712bdb4c5e,iχ-tːu,,,,нареч,,
LX001900,dar,izbirkasːa,n,Russian loan,избиркасса,,,,2d1371c4c36ec916b3940160d5f98b8a,,,,izbirkasːabe,сущ,,
LX001901,dar,iž,pron,close to the speaker,иж,,,,c69a32b301806682d8911a95498426f8,,,,,мест,,
LX001902,dar,ižal,adv,,ижал,,,,a7e745aaa3910b44b237a7d9df4dc8cb,,,,,нареч,,
LX001903,dar,ižal-čːaˁʡaˁl,adv,,ижал-ччягIял,,,,e537bb31a10e91f24aaaaea27d829929,ižal--čːaˁʡaˁl,,,,нареч,,
LX001904,dar,ižallalij,adv,,ижаллалий,,,,a575a2f3a53d26469f92661fb63be4d7,ižal-la-li-j,,,,нареч,,
-j,dar,-j,n.suf,,-й,,,,,,,,,сущ. суф,,
-ja,dar,-ja,n.suf,LOC-lative/essive/ablative case suffix,-я,,,,,,,,,сущ. суф,,
ja,dar,ja,conj,,я,,,,dfe34b8bdeb9d67204ba4926777fc551,,,,,союз,,
LX001905,dar,=ja,prt,,=я,,,,,,,,,част,,=j
ja_Allah,dar,ja Allah,interj,,я Аллагь,,,,d9c217881e8d0a3c580741304fde84a4,,,,,межд,,
LX001906,dar,jaˁħ,n,,яхI,,,,08b8ecbb16d1676b7e92014c5c4baf17,,,,,сущ ; сущ,,
LX001907,dar,jaˁħ akːʷarce,adj,,йяхI аккварце,,,,0b43a156d98cc846c28d85a61c2b9148,jaˁħ--akːʷ-ar-ce,,,,прил,,
LX001908,dar,jaˁħ akːʷardex,n,,йяхI акквардехь,,,,fda7ae4a1a2ad86e85785e83d195ff09,jaˁħ--akːʷ-ar-dex,,,,сущ,,
LX001909,dar,jaˁħ barqʼij,v,,яхI баркьий,,,,e1ed639a663145484b878220b6674379 ; 09bba0bd1bcf379fe6b8e6fb5c1adc56,jʡaˁħ--b-arqʼ-ij,,jaˁħ barqʼib,,гл,,
LX001910,dar,jaˁħaˁra barqʼij,v,,йяхIяра баркьий,,,,8863ffef5266cab8f357a80b626e31f4,jʡaˁħaˁra--b-arqʼ-ij,,jaˁħaˁra barqʼib,,гл,,
LX001911,dar,jaˁħaˁrace,adj,,яхIяраце,,,,5b76a46773d20e90f9b26e67f9e72011,jaˁħaˁra-ce,,,,прил ; прил,,
LX001912,dar,jaˁħaˁrre,adv,,яхIярре,,,,27114ea473836fcdacc543f6f5df8c78,jaˁħaˁr-le,,,,нареч,,
LX001913,dar,jalči,n,,ялчи,,,,7ffae2fed1fc020b7541673799c9b74a,,,,,сущ,,
LX001914,dar,jalʁuzce,adj,,ялгъузце,,,,973b59e9ed720f19099f58b19a3f2567,jalʁuz-ce,,,,прил,,
LX001915,dar,jalʁuzdex,n,,ялгъуздехь,,,,e2e1baec376cdc112cc65ca1f3f614f1,jalʁuz-dex,,,,сущ,,
LX001916,dar,jalʁuzle,adv,,ялгъузле,,,,aefd0fd35ee896879e5b77cbd5704b5e,jalʁuz-le,,,,нареч,,
LX001917,dar,jaˁmħaˁ,n,also of teeth,йямхIя,,,,769c22be479d1fc88deb8076bcadb4b2,,,,jamħne,сущ ; сущ,,
LX001918,dar,jamħaˁlla cula,n,,ямхIялла цула,,,,3fa5eb41d9b796da2b829db03fcfec6a,jamħaˁ-la--cula,,,jamħaˁlla culbe,сущ,,
LX001919,dar,jangi barqʼij,v,,янги баркьий,,,,2fe8f3aa351b52641ff7ec2b47dde41a,jangi--b-arqʼ-ij,,jangi barqʼib,,гл,,
LX001920,dar,jangi čibarqʼij,v,,янги чибаркьий,,,,d49af02e0e3f25eff26ace814c7c526e,jangi--či-b-arqʼ-ij,,jangi čibarqʼib,,гл,,
jangice,dar,jangice,adj,,янгице,,,,cb9ea5b0e43ca1e95627796fcecde52f,jangi-ce,,,jangite,прил,,
jangil,dar,jangil,adv,,янгил,,,,bd41e9fbf1e7ebab6c1fdebb0c58f1c1,jangi-l,,,,нареч,,
LX001921,dar,jaqʼinne,adv,,якьинне,,,,0ca177dec286242dfb856c0523c6249a,jaqʼin-le,,,,нареч,,
-jar,dar,-jar,n.suf,LOC-ABL,-яр,,,,,-ja-r,,,,сущ. суф,,
jara,dar,jara,conj,,яра,,,,c564642cf5b7c09067b49dc31e5b2867,ja-=ra,,,,союз,,
LX001922,dar,jaraqʼ,n,,яракь,,,,49384b754bc4ffc6862b3862dd6e1a7b,,,,jaraqʼe,сущ,,
jarga,dar,jarga,n,,ярга,,,,d9dfa142aec5376ed18f19117e559718,,,,,сущ,,
jargal,dar,jargal,adv,,яргал,,,,ee3333ac7de1b9963b9ead259ada3fc0,jarga-l,,,,нареч,,
LX001923,dar,jaˁrma,n,food for ramp from crushed grain,йярма,,,,79e067732f69b974fead4a911ef46bee,,,,,сущ,,
LX001924,dar,jaˁrmala čʼimi,n,,ярмала чIими,,,,62bb52d7bf57bc472283903a8631be8d,jaˁrmala--čʼimi,,,jaˁrmala čʼimre,сущ,,
LX001925,dar,jaʁari,interj,"e.g. ""слушайте, как ты мог это сделать"" (= listen, how could you do this?), ""мне неудобно"" (= it's inconvenient for me), ""ей дорогой"" (= ""hey/o dear"")",ягъари,,,,61b011d7468ca5beee624e6be528a347,,,,,межд,,
LX001926,dar,jaʁurt,n,,ягъурт,,,,a9ab2f6e3d59ea592dea4c864cc81802,,,,,сущ,,
LX001927,dar,jaˁs,n,,йяс,,,,8b679ec0599edd84f2c837f6e43a5331,,,,,сущ,,
jasir,dar,jasir,n,,ясир,,,,cee4ecacd655466003306435b5fad7f8,,,,jasirme,сущ,,
jasir_bucij,dar,jasir bucij,v,,ясир буций,,,,44ef9a37e5b9a94b1ea17b53099bd68d,jasir--b-uc-ij,,jasir bucib,,гл,,
LX001928,dar,jaˁšaw,n,,йяшав,,,,bd53c70d34efd936c3402698dda722e7,,,,,сущ,,
LX001929,dar,jašaw,n,The -w is not an agreement suffix.,яшав,,,,7c7b855ae5d696fd2001e6a0fc02f170,,,,,сущ,,
LX001930,dar,jašikʼ,n,Russian loan,яшикI,,,,8f5311a6705f713c2450d3fc39678884,,,,jašikʼe,сущ,,
jatim,dar,jatim,n,,ятим,,,,41cfbdb910e31332893992740d2b25d0,,,,jatimte,сущ,,
jatimce,dar,jatimce,adj,,ятимце,,,,200169124b7bda5a27f01326cb20eb44,jatim-ce,,,,прил,,
jatimdex,dar,jatimdex,n,,ятимдехь,,,,08e15f167e9b38d9970d319c783a90a1,jatim-dex,,,,сущ,,
LX001931,dar,jatːa,n,,ятта,,,,ebeafc678e7edd1f83afa096d4bb9593,,,,,сущ,,
LX001932,dar,jaχːa,n,,яхха,,,,67d525499ed35730c8629d2fce79bf68,,,,jaχne,сущ,,
jazuq,dar,jazuq,n,,язухъ,,,,f7614a17fb500f52e4ec164e2eee15bf,,,,jazuqte,сущ,,
jazuqce,dar,jazuqce,adj,,язухъце,,,,986f8c5a652fea982097a4a82ff3cb3d,jazuq-ce,,,jazuqte,прил,,
jazuqle,dar,jazuqle,adv,,язухъле,,,,0f2b31795d6686f8e5f29de4d9eb6e4c,jazuq-le,,,,нареч,,
LX001933,dar,jubkːa,n,Russian loan,юбкка,,,,0ac5c749408a7984edc6dab1aafeb565,,,,jubkːabe,сущ,,
LX001934,dar,juldaš,n,,юлдаш,,,,b5486dca3530976de8d1a64e34de63e9,,,,juldašːe,сущ,,
LX001935,dar,juldaš ažij,v,,юлдаш ажий,,,,d47ab25080bce421b31c62ac0b4e2b0a,juldaš--ag-ij,,juldaš agur,,гл,,
LX001936,dar,juldaš barqʼij,v,,юлдаш баркьий,,,,76ea7b95a2a35053118e4cc9e698b2d2,juldaš--b-arqʼ-ij,,juldaš barqʼib,,гл,,
LX001937,dar,juldaš biχʷij,v,,юлдаш бихвий,,,,e5369b3f06e14707b1449b96f6a1751a,juldaš--b-iχʷ-ij,,juldaš biχub,,гл,,
LX001938,dar,juldašdex,n,,юлдашдехь,,,,c2c47a4e49868c1d432828109922bb7a,juldaš-dex,,,,сущ,,
LX001939,dar,julʁa,n,,юлгъа,,,,ffce0b52f5642e97ae68e008f7e4e0b1,,,,jurʁne,сущ,,
LX001940,dar,julʁan,n,rather thick blanket for sleeping; Turkic loan,юлгъан,,,,fc33a64c76f264aa9bd794ea81b34acf,,,,julʁante,сущ,,
jurt,dar,jurt,n,"this is the Standard Dargwa word for 'house', which is usually not used in Sanzhi because Sanzhi has another word qal",юрт,,,,91349d198fe0f4400b0c79182d75dc41,,,,,сущ,,
ka-_1,dar,ka-,prev,,ка-,,,,,,,,,прг,,k-
-ka_2,dar,-ka,n.suf,after ablative suffix,-ка,,,,,,,,,сущ. суф,,
LX001941,dar,kabaˁbχːij,v,,кабябххий,,,,c03a3481a0fc9c8d56ea99dba19995e3,ka-b-aˁbχː-ij,,kabaˁbχːib,,гл,,
LX001942,dar,kabačʼaqij,v,"causative of kabačʼij ; lit.: May he bring the shit down!; pronounced with a long -a- ; lit.: May she bring the shit down! this is the infinitive, not an imperative",кабачIахъий,,,Kabačʼaqa!,0c0cde97632f4d94bb7c0db24f6eaa0a,ka-b-akʼ-aq-ij,,kabačʼaqib,,гл,,
LX001943,dar,kabačʼij,v,"downward, e.g. from Družba > Kutan",кабачIий,,,,39667b632b7cd553f04c26e762b8aff2,ka-b-akʼ-ij,,,,гл,,
LX001944,dar,kabaˁlčʼij,v,,кабялчIий,,,,5947d2a037be262a2d5fa1e61b51af98,ka-b-aˁlčʼ-ij,,,,гл,kabaˁlčʼun,
kabaltij,dar,kabaltij,v,,кабалтий,,,,2fc2211e5445383955b6e9eca704da8b,ka-b-alt-ij,,,,гл,kabaltul,
LX001945,dar,kabaˁq,n,"small piece of cloth, but not a patch",кабяхъ,,,,ee5aecfbb56490ebf9d45246036bd441,,,,kabuqe,сущ,,
LX001946,dar,kabaˁqij,v,,кабяхъий,,,,748413f781b55a6cfba83dc99a8058d6,ka-b-aˁq-ij,,kabaˁqib,,гл,,
kabatij,dar,kabatij,v,,кабатий,,,,de5182d57aba4a7f957e2758dab9cea3,ka-b-at-ij,,kabatur,,гл,,
kabc,dar,kabc,n,"from sheep and goat, when you slaughter a sheep and flay it",кабц,,,,480b9f8001a4da37eb7bf0b79fad4177,,,,"kabcme, kabcne",сущ,,
LX001947,dar,kabc čirhabertːij,v,,кабц чиргьаберттий,,,,7c5ef602d4da55c8ae700757b3afbb97,kabc--či-r-ha-b-ertː-ij,,kabc čirhabertːib,,гл,,
LX001948,dar,kabc čirhawtːij,v,,кабц чиргьавттий,,,,01f28449a619be723220c760e5a84935,kabc--či-r-ha-utː-ij,,,,гл,kabc čirhawtːul,
LX001949,dar,kabcla tːapri,n,,кабцла ттапри,,,,0d3c5cdec3e384f4c18ea45f62b4dda8,kabc-la--tːapri,,,kabcla tːaprume,сущ,,
LX001950,dar,kabeltʼij,v,"rip into small pieces, not cutting; direction downwards (preverb ka-)",кабелтIий,,,Kabeltʼen!,79a52de2dc13719fdb45d2c266e07da2,ka-b-eltʼ-ij,,,,гл,kabeltʼun,
LX001951,dar,kaberčʼij,v,,каберчIий,,,,d18a4cbe470d3cb3ca9daf2aa0f89ec7,ka-b-erkʼ-ij,,kaberčʼib,,гл,,
LX001952,dar,kabertːij,v,"e.g. branch off a tree, apple from a tree",каберттий,,,,9e5888f91439e7acea066e2f57ab4e4c,ka-b-ertː-ij,,kabertːib,,гл,,
LX001953,dar,kaberχːʷij,v,about songs or speeches,каберххвий,,,,2ce0529a15a40fe20158fb9a2a1d17d9,ka-b-erχːʷ-ij,,kaberχːur,,гл,,
LX001954,dar,kabeʁij,v,lit.: go down,кабегъий,,,,9e5039c7a2c1d413ec28f3c426faba7d,ka-b-eʁ-ij,,kabeʁib,,гл,,
LX001955,dar,kabicːaqij,v,causative,кабиццахъий,,,,055cb01ec71ec9b473e8b47d69f4f9dc,ka-b-icː-aq-ij,,,,гл,kabicːaqul,
LX001956,dar,kabicːij,v,stand vertically,кабицций,,,Kabicːe!,f3fe0c0a2d14f8c998e755946fdf2742,ka-b-icː-ij,,,,гл,kabicːul,
LX001957,dar,kabičaqij,v,causative,кабичахъий,,,,7541acbde8e06039d09e1c29c2c4f16e,ka-b-ik-aq-ij,,kabičaqib,,гл,,
LX001958,dar,kabičij,v,movement downwards,кабичий,,,Kariče! / Kajče!,5cab949ec8232172ab87820dfe5b6279,ka-b-ik-ij,,kabičib,,гл,,ka-ič
LX001959,dar,kabičːij,v,cut up into small pieces,кабиччий,,,Kabičːa!,f8f64c0caa5255241b58cd3ff290adc5,ka-b-ičː-ij,,kabičːib,,гл,,
LX001960,dar,kabilsːij,v,,кабилссий,,,,78a8e4df4dccaaf04f595f3e433b09ac,ka-b-ilsː-ij,,,,гл ; гл,kabilsːun,
LX001961,dar,kabiqʷij,v,,кабихъвий,,,,c046e91ece6ef511c16bcb91aa75cd42,ka-b-iqʷ-ij,,,,гл,,
LX001962,dar,kabircːij,v,the verbal root is always used with a preverb,кабирцций,,,,e8c12a94d70b86aa7fb1b0f9526c3cda,ka-b-ircː-ij,,,,гл,kabircːul,
LX001963,dar,kabirčij,v,< down-GM-occur (imperfective aspect),кабирчий,,,,809b25b99866abbc85f19021c60d944b,ka-b-irk-ij,,,,гл,kabirkul,
LX001964,dar,kabirčːij,v,cut up into small pieces,кабирччий,,,,45b1d84a37ba8692cc792bb57962d462,ka-b-irčː-ij,,,,гл,kabirčːul,
LX001965,dar,kabirʁij,v,this verbal stem is only used with spatial preverbs,кабиргъий,,,,8d2afadccc927fc9a67d8d3e867d6e53,ka-b-irʁ-ij,,,,гл,kabirʁul,
LX001966,dar,kabiršːij,v,the verb root is not used without preverbs,кабиршший,,,,e45be82e3fec805acad088e9b7227621,ka-b-irxː-ij,,,,гл,kabirxːul,
LX001967,dar,kabiržij,v,"verb of movement, denoting the movement of sitting down, not the resulting state",кабиржий,,,,ffc58b040ac2115d22a064e492fa976a,ka-b-irg-ij,,,,гл,kabirgul,
LX001968,dar,kabisːaqij,v,causative,кабиссахъий,,,,e01ebca56be2e17f7b9dc8f80e137563,ka-b-isː-aq-ij,,kabisːaqun,,гл,,
LX001969,dar,kabisːij,v,,кабиссий,,,Kabisːen!,38c6b84c763a6a5ea8d32398e78fe684,ka-b-isː-ij,,,,гл ; гл ; гл,kabisːun,
LX001970,dar,kabišːij,v,lit. 'put down'; the verb root is not used without preverbs,кабишший,,,Kabixːa!,3370b707d46e845ef63f7cfe4bdc6bae,ka-b-ixː-ij,,kabišːib,,гл,,
LX001971,dar,kabižij,v,also used in phrases like 'marry',кабижий,,,Kabiže!,48b4c836313f67ff2891177d5106cd52,ka-b-ig-ij,,kabižib,,гл,,
kabucaqij,dar,kabucaqij,v,Causative,кабуцахъий,,,,6c25d14bb4475838ac093f3c9a8d5f30,ka-b-uc-aq-ij,,kabucaqib,,гл,,
kabulqij,dar,kabulqij,v,,кабулхъий,,,,83e12a271aad98adbd0495d70274fec8,ka-b-ulq-ij,,,,гл,kabulqu,
kabuqij,dar,kabuqij,v,,кабухъий,,,,ed1be681bcfdb64d4bf4f2020cd274cb,ka-b-uq-ij,,kabuqun,,гл,,
LX001972,dar,kaburχːij,v,no aspectual distinction,кабурххий,,,kadurχːaja!,4273a5c5f8557968e3bafbfb25ff559a,ka-b-urχː-ij,,,,гл,kaburχːul,
LX001973,dar,kaburχːij,v,,кабурххий,,,,f8f934dafa290986ee843177f3f282a5,ka-b-urχː-ij,,,,гл,kaburχːul,
LX001974,dar,kacʼi,n,,кацIи,,,,146dd4876afa783b91e1fb49f6238bdf,,,,kacʼne,сущ,,
LX001975,dar,kačij,v,,качий,,,,909b1b76f4988ddc270f4923d6922d9a,ka-ak-ij,,kačib,,гл,,
kadalgij,dar,kadalgij,v,ружье; frozen gender prefix,кадалгий,,,,ead272158b853add03649af021aaccf9,ka-d-alg-ij,,kadalgun,,гл,,
kala,dar,kala,n,no plural form; apparently this is not the word for goose-berry,кала,,,,2021783b781f8c9a2302f2b4b6b853da,,,,,сущ,,
LX001976,dar,kaluš,n,Russian loan,калуш,,,,089a8e4aafb2a525c2126e4d249c6a22,,,,kalušːe,сущ,,
LX001977,dar,kalχuz,n,Russian loan,калхуз,,,,1babbff4409b5c5150e4b2220b7b5753,,,,,сущ,,
LX001978,dar,kalžaqij,v,causative; no gender agreement prefix,калжахъий,,,,bdda3427fa9fbfe72639c1595d1f50dd,ka-alg-aq-ij,,,,гл,kalžaqun,
LX001979,dar,kalžij,v,No gender agreement prefix,калжий,,,,86907c216b1245acf5eb5cb526b59ea8,ka-alg-ij,,,,гл,kalgun,
kam,dar,kam,n,also for the skin on the milk,кам,,,,4316b40122ac25edd92b3f59124632ce,,,,kumre,сущ ; сущ ; сущ ; сущ,,
LX001980,dar,kam barqʼij,v,,кам баркьий,,,,e4da9dbd3460b2d52b540145108570f4,kam--b-arqʼ-ij,,kam barqʼib,,гл,,
LX001981,dar,kam birqʼij,v,,кам биркьий,,,,dbf33e13c49dd996a23d175896660085,kam--b-irqʼ-ij,,,,гл,kam birqʼul,
LX001982,dar,kam biχʷij,v,,кам бихвий,,,,7acda9c5d315a5817a4d1488222be9e8,kam--b-iχʷ-ij,,kam biχub,,гл,,
LX001983,dar,kam kabarqʼij,v,,кам кабаркьий,,,,d0828c18020ba4c9e981bc3dfebb2e1b,kam--ka-b-arqʼ-ij,,kam kabarqʼib,,гл,,
LX001984,dar,kam kabiχʷij,v,,кам кабихвий,,,,672aa55661766088bea0d459d159e973,kam--ka-b-iχʷ-ij,,kam kabiχub,,гл,,
LX001985,dar,kam ʡaˁnčːilla,n,,кам гIянччилла,,,,fbc1a76fcae1a21950361f5f8dd8c75e,,,,kumre ʡaˁnčːilla,сущ,,
kamce,dar,kamce,adj,Persian loan,камце,,,,7cdad83ac2d2d6b03d81a4698ad8092e,kam-ce,,,,прил ; прил,,
LX001986,dar,kamce akːʷar,adv,,камце акквар,,,,685632ef8a440830a4739a22da4a95dc,kam-ce--akːʷ-ar,,,,нареч,,
kam-kamle,dar,kam-kamle,adv,,кам-камле,,,,b4595602c33ac30d0988fcf3daf1954e,kam--kam-le,,,,нареч,,
kamle,dar,kamle,adv,,камле,,,,3d4683615e458536d781ace5e33fed2a,kam-le,,,,нареч,,
kampanija,dar,kampanija,n,Russian loan,кампания,,,,b0df2fada86b8a4e51f0ebd618644a47,,,,kampaniaˁbe,сущ,,
kapur,dar,kapur,n,,капур,,,,64c148ec786661634f9a50fdd5b6775d,,,,kapurte,сущ,,
kapurce,dar,kapurce,n,,капурце,,,,bf5c44f7049e7613b16c7f5ceeb7d082,,,,,сущ,,
LX001987,dar,kapustːa,n,Russian loan,капустта,,,,5e2fec094ed2cd60b86dcf1b6ae5b2de,,,,,сущ,,
LX001988,dar,kaqːij,v,No gender agreement marker ; from above,какъий,,,Kaqːa!,3ebd4e5d7dec9bb51c9ffe188f7e44e8,ka-aqː-ij,,kaqib,,гл,,
LX001989,dar,kaˁqʼij,v,"optional pharyngealization of root vowel and obligatory pharyngealization of inflectional suffixes ; no aspectual distinction, morphologically defective verb",кякьий,,,kaqʼaˁn!,c67ef9ee5c8bef1c315900f601f95e0e,ka-uqʼ-ij,,,,гл,,
-kar,dar,-kar,deriv,derivation of action nouns,-кар,,,,,,,,,дерив,,
LX001990,dar,karaqʼʷle,n,,каракьвле,,,,282831e70a1fd072180a3deb4404ff6c,,,,,сущ,,
karbatun,dar,karbatun,n,"kind of tongs for pulling out nails, with a two rounded claws, like: ==C",карбатун,,,,f33f8cbcdc46284fd40052e801b3207b,ka-r-b-at-un,,,,сущ,,
kari,dar,kari,n,for baking bread,кари,,,,20686ede98bd59278e03a6ff86ed308f,,,,,сущ ; сущ,,
LX001991,dar,karučij,v,no gender agreement prefix; ka- and r- are spatial prefixes (down-ablative),каручий,,,,834cd2a25d559510f6a596fe36c5219b,ka-r-uč-ij,,,,гл,karučul,
LX001992,dar,karχːʷan,n,,карххван,,,,d99879c7523d71d2ea74423216356c54,ka-urχːʷ-an,,,karχːʷante,сущ,,
LX001993,dar,karχːʷij,v,no aspectual distinction,карххвий,,,,26cc3103356b0dc8386f7f82403953c4,ka-b-urχːʷ-ij,,karχːur,,гл,karχːul,
LX001994,dar,kaʁar,n,mail,кагъар,,,,b926207b817b94bcd63c2413a35656e3,,,,kaʁurte,сущ ; сущ,,
LX001995,dar,kaʁij,v,,кагъий,,,,6f1424e2a19af4cbb343433e47715d8d,ka-aʁ-ij,,kaʁib,,гл,,
LX001996,dar,kaʁurte,n,,кагъурте,,,,c923629743e02066e7e4953fededceae,kaʁar-te,,,,сущ,,
LX001997,dar,kasinkʼa,n,small shawl; Russian loan,касинкIа,,,,3d755f4aa514898e1879c59b83ffcb7b,,,,,сущ,,
LX001998,dar,kastʼum,n,Russian loan,кастIум,,,,6d6b7418a53eb4ad14372958a60c17f3,,,,kastʼumte,сущ,,
LX001999,dar,kaš,n,,каш,,,,d8e074c55b5bb7aae580e7626acd7323,,,,kušre,сущ,,
katij,dar,katij,v,,катий,,,,e4931c3eb02c40762ee888960d177f00,ka-at-ij,,katur,,гл,,
LX002000,dar,katʼ,adv,,катI,,,,3194ebabe1844db49ae4e591d4e082d6,,,,,нареч,,
LX002001,dar,katʼij,v,No gender agreement prefix ; e.g. tea into a cup,катIий,,,Katʼa!,8f3fe9ef5ca6478ca1ccde66bfe05a69,ka-atʼ-ij,,katʼib,,гл,,
LX002002,dar,kaːtʼij,v,,каатIий,,,,b2a2dfc44131603c00d30668b3d3fa2c,ka-atʼ-ij,,,,гл,,
LX002003,dar,katʼle,adv,,катIле,,,,e6caefde186fdbc43bdc460255144bb9,katʼ-le,,,,нареч,,
LX002004,dar,katʼle,post,,катIле,,,,e6caefde186fdbc43bdc460255144bb9,katʼ-le,,,,пост,,
LX002005,dar,kawtːij,v,"e.g. branch off a tree, apple from a tree; no agreement prefix",кавттий,,,,,ka-utː-ij,,,,гл,,
LX002006,dar,kaxʷij,v,No gender agreement prefix!,кахьвий,,,Kaxʷa!,e72b176fa3cf363d2ed6e635b6be818d,ka-axʷ-ij,,,,гл,kaxub,
LX002007,dar,kaxʷij,v,No agreement slot; verbal stem never used without a spatial preverb (ka- or ha-),кахьвий,,,,e5ed9532bb582a7c1335e63ff4cc6018,ka-axʷ-ij,,kaxub,,гл,,kax
LX002008,dar,kaˁxːʷi,n,,,,,,6e07f7f79e1205bccd995cb81badab0a,,,,kaˁxʷne,сущ,,
LX002009,dar,kaχːa,n,no plural form,кахха,,,,a7ccc84e0afe8cb88e18bc347a5e636a,,,,,сущ,,
LX002010,dar,kaˁχːʷi,n,All these variants were suggested by speakers. An old lady was very sure about kʷaˁχːi.,кяххви,,,,663e81ee72fd0d0bc8d37ecaa3b9803e,,,,kaˁχːʷne,сущ,,kʷaˁχːi; kʷaˁqʷi; kːaˁxʷi
LX002011,dar,kažaqij,v,,кажахъий,,,,8de42c23087044d4d9fd733bba16c3cb,ka-ag-aq-ij,,kažaqur,,гл,,
LX002012,dar,kažij,v,,кажий,,,,c8ef083ec2196feef7351dd17c847a0d,ka-ag-ij,,kagur,,гл,,
LX002013,dar,kelžij,v,No agreement prefix; root occurs only with the spatial preverb ka-,келжий,,,Kelžen!,812bfa0f020782600cfffb802ee0fb3e,k-elg-ij,,kelgun,,гл,,
kemqij,dar,kemqij,v,no gender agreement prefix; no aspectual distinction ; labile,кемхъий,,,,7cde71070e7f37309098e9fdb82cec79,ka-emq-ij,,kemqun,,гл,kemqul,
keple,dar,keple,adv,,кепле,,,,cccc244e52bab2c940304822b3d427dc,kep-le,,,,нареч,,
LX002014,dar,kercan musːa,n,,керцан мусса,,,,4220dba20f85d690bffe6b97c46c7cad,ka-irc-an--musːa,,,,сущ,,
LX002015,dar,kertʼan,n,,кертIан,,,,ba5395f1a6b7bbfbd165277d1f9f79bf,ka-irtʼ-an,,,kertʼante,сущ,,
LX002016,dar,kertʼij,v,No agreement marker; this verbal stem occurs only with spatial preverbs ; e.g. tea in a cup,кертIий,,,,1b9fadebc22968003538acaa100100e2,ka-ertʼ-ij,,,,гл,kertʼul,
keruzce,dar,keruzce,adj,,керузце,,,,1a1268625db1e72792855cef3db75c4a,keruz-ce,,,,прил,,
keruzle,dar,keruzle,adv,e.g. about a wall,керузле,,,,b428c446c2288a1d6baf68857c502192,keruz-le,,,,нареч,,
LX002017,dar,kerxʷij,v,No gender agreement prefix,керхвий,,,,db2bef31c463770199efdb399c9dfdd1,ka-erxʷ-ij,,,,гл,kerxul,
LX002018,dar,kerxʷij,v,"No gender agreement prefix ; not only for liquids, also for e.g. straw",керхьвий,,,,0d360e4a5832f9c9ac2274f2f96db95d,ka-erxʷ-ij,,,,гл,kerxu,
kilasa,dar,kilasa,n,,киласа,,,,46e761e01be93478c88eeb11f5bfbc74,,,,kilasːe,сущ,,
